model,sensor,site_id,band,sd_train,p09,truth,model_value,model_move,truth_move,persistence_move,last3_mean_move,own_mean_move,linear9_move,linear4_move,holt_damped_move,nearest_rule,nearest_dist,direction_ok,direction_ok_persistence,direction_ok_last3_mean,direction_ok_own_mean,direction_ok_linear9,direction_ok_linear4,direction_ok_holt_damped
gpt-oss-120b (default effort),sentinel2,treatment_0006,B3,0.012122739466046977,0.0590938291077946,0.0701063720243004,0.06,0.07474967970262622,0.9084203242467934,0.0,1.083951160621811,0.29848433068142927,1.4154460964040627,0.007300624326143679,1.1761541680651202,linear4,0.06744905537648255,1,0,1,1,1,1,1
ensemble,sentinel2,treatment_0006,B3,0.012122739466046977,0.0590938291077946,0.0701063720243004,0.055,-0.3376983493921056,0.9084203242467934,0.0,1.083951160621811,0.29848433068142927,1.4154460964040627,0.007300624326143679,1.1761541680651202,persistence,0.3376983493921056,0,0,1,1,1,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0006,B4,0.014756154324748689,0.0436598912548646,0.0543634497681346,0.042,-0.1124880655443313,0.7253623320622387,0.0,0.3433673910694883,1.550969140960095,0.4535213705946717,-1.054383374428293,-0.5895745755034362,persistence,0.1124880655443313,0,0,1,1,1,0,0
gpt-oss-120b,sentinel2,treatment_0006,B4,0.014756154324748689,0.0436598912548646,0.0543634497681346,0.045,0.09081693750571565,0.7253623320622387,0.0,0.3433673910694883,1.550969140960095,0.4535213705946717,-1.054383374428293,-0.5895745755034362,persistence,0.09081693750571565,1,0,1,1,1,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0006,B4,0.014756154324748689,0.0436598912548646,0.0543634497681346,0.05,0.4296586092557947,0.7253623320622387,0.0,0.3433673910694883,1.550969140960095,0.4535213705946717,-1.054383374428293,-0.5895745755034362,linear9,0.023862761338876992,1,0,1,1,1,0,0
ensemble,sentinel2,treatment_0006,B4,0.014756154324748689,0.0436598912548646,0.0543634497681346,0.0435,-0.010835564019308061,0.7253623320622387,0.0,0.3433673910694883,1.550969140960095,0.4535213705946717,-1.054383374428293,-0.5895745755034362,persistence,0.010835564019308061,0,0,1,1,1,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0006,B8,0.12139878425303861,0.3788182188273528,0.3651054701992909,0.34,-0.3197578877432715,-0.11295622697077089,0.0,0.40269232522043846,-0.8851081866362762,0.5707203841118287,0.7762686251854233,-0.02533524108013247,holt_damped,0.29442264666313905,1,0,0,1,0,0,1
gpt-oss-120b,sentinel2,treatment_0006,B8,0.12139878425303861,0.3788182188273528,0.3651054701992909,0.35,-0.23738473992692793,-0.11295622697077089,0.0,0.40269232522043846,-0.8851081866362762,0.5707203841118287,0.7762686251854233,-0.02533524108013247,holt_damped,0.21204949884679547,1,0,0,1,0,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0006,B8,0.12139878425303861,0.3788182188273528,0.3651054701992909,0.33,-0.40213103555961555,-0.11295622697077089,0.0,0.40269232522043846,-0.8851081866362762,0.5707203841118287,0.7762686251854233,-0.02533524108013247,holt_damped,0.3767957944794831,1,0,0,1,0,0,1
ensemble,sentinel2,treatment_0006,B8,0.12139878425303861,0.3788182188273528,0.3651054701992909,0.345,-0.2785713138350999,-0.11295622697077089,0.0,0.40269232522043846,-0.8851081866362762,0.5707203841118287,0.7762686251854233,-0.02533524108013247,holt_damped,0.25323607275496746,1,0,0,1,0,0,1
Kimi-K3-thinking-low,sentinel2,treatment_0006,B11,0.0319635686834691,0.2203763309716827,0.2008157876026115,0.218,-0.07434498304038492,-0.6119636878715451,0.0,0.06711912156239208,0.10595058860704072,0.7823445637852596,-0.8638256298374711,-0.10672313514017508,holt_damped,0.032378152099790156,1,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0006,B11,0.0319635686834691,0.2203763309716827,0.2008157876026115,0.215,-0.16820183706405784,-0.6119636878715451,0.0,0.06711912156239208,0.10595058860704072,0.7823445637852596,-0.8638256298374711,-0.10672313514017508,holt_damped,0.06147870192388276,1,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0006,B11,0.0319635686834691,0.2203763309716827,0.2008157876026115,0.215,-0.16820183706405784,-0.6119636878715451,0.0,0.06711912156239208,0.10595058860704072,0.7823445637852596,-0.8638256298374711,-0.10672313514017508,holt_damped,0.06147870192388276,1,0,0,0,0,1,1
ensemble,sentinel2,treatment_0006,B11,0.0319635686834691,0.2203763309716827,0.2008157876026115,0.2165,-0.12127341005222138,-0.6119636878715451,0.0,0.06711912156239208,0.10595058860704072,0.7823445637852596,-0.8638256298374711,-0.10672313514017508,holt_damped,0.014550274912046302,1,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0006,B12,0.026584299945021924,0.1090273060625457,0.102911842122357,0.108,-0.03864333703239253,-0.23004043562688778,0.0,0.06453675564589434,0.9350437633551326,0.5503308892602802,-1.1930015596508594,-0.089728615429627,persistence,0.03864333703239253,1,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0006,B12,0.026584299945021924,0.1090273060625457,0.102911842122357,0.105,-0.15149189825853726,-0.23004043562688778,0.0,0.06453675564589434,0.9350437633551326,0.5503308892602802,-1.1930015596508594,-0.089728615429627,holt_damped,0.06176328282891026,1,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0006,B12,0.026584299945021924,0.1090273060625457,0.102911842122357,0.108,-0.03864333703239253,-0.23004043562688778,0.0,0.06453675564589434,0.9350437633551326,0.5503308892602802,-1.1930015596508594,-0.089728615429627,persistence,0.03864333703239253,1,0,0,0,0,1,1
ensemble,sentinel2,treatment_0006,B12,0.026584299945021924,0.1090273060625457,0.102911842122357,0.1065,-0.0950676176454649,-0.23004043562688778,0.0,0.06453675564589434,0.9350437633551326,0.5503308892602802,-1.1930015596508594,-0.089728615429627,holt_damped,0.005339002215837899,1,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0006,NDVI,0.17603085443382446,0.784308001394658,0.7523315212134345,0.75,-0.19489765873718126,-0.18165270107942594,0.0,0.043929682248570086,-1.2758778933780512,0.1499745296182323,0.9022256447980046,0.14486085946714422,persistence,0.19489765873718126,1,0,0,1,0,0,0
gpt-oss-120b,sentinel2,treatment_0006,NDVI,0.17603085443382446,0.784308001394658,0.7523315212134345,0.77,-0.08128121311844658,-0.18165270107942594,0.0,0.043929682248570086,-1.2758778933780512,0.1499745296182323,0.9022256447980046,0.14486085946714422,persistence,0.08128121311844658,1,0,0,1,0,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0006,NDVI,0.17603085443382446,0.784308001394658,0.7523315212134345,0.77,-0.08128121311844658,-0.18165270107942594,0.0,0.043929682248570086,-1.2758778933780512,0.1499745296182323,0.9022256447980046,0.14486085946714422,persistence,0.08128121311844658,1,0,0,1,0,0,0
ensemble,sentinel2,treatment_0006,NDVI,0.17603085443382446,0.784308001394658,0.7523315212134345,0.76,-0.13808943592781392,-0.18165270107942594,0.0,0.043929682248570086,-1.2758778933780512,0.1499745296182323,0.9022256447980046,0.14486085946714422,persistence,0.13808943592781392,1,0,0,1,0,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0006,NDWI,0.08216019643865596,-0.7211606409891881,-0.6862800725621694,-0.725,-0.046730158607623466,0.4245433913131148,0.0,0.14714568443451095,1.428932195096639,0.16897605146920525,-1.1165497191809723,-0.6749924954329959,persistence,0.046730158607623466,0,0,1,1,1,0,0
gpt-oss-120b,sentinel2,treatment_0006,NDWI,0.08216019643865596,-0.7211606409891881,-0.6862800725621694,-0.73,-0.10758687775791421,0.4245433913131148,0.0,0.14714568443451095,1.428932195096639,0.16897605146920525,-1.1165497191809723,-0.6749924954329959,persistence,0.10758687775791421,0,0,1,1,1,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0006,NDWI,0.08216019643865596,-0.7211606409891881,-0.6862800725621694,-0.736,-0.18061494073826312,0.4245433913131148,0.0,0.14714568443451095,1.428932195096639,0.16897605146920525,-1.1165497191809723,-0.6749924954329959,persistence,0.18061494073826312,0,0,1,1,1,0,0
ensemble,sentinel2,treatment_0006,NDWI,0.08216019643865596,-0.7211606409891881,-0.6862800725621694,-0.7275,-0.07715851818276952,0.4245433913131148,0.0,0.14714568443451095,1.428932195096639,0.16897605146920525,-1.1165497191809723,-0.6749924954329959,persistence,0.07715851818276952,0,0,1,1,1,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0007,B2,0.04472226949247152,0.0505814736888387,0.0345122782781365,0.045,-0.12480300647037339,-0.35931082194760416,0.0,-0.20993998675948078,-0.014029331714221108,0.4708513822014183,-1.577253606959184,-0.085222836540616,holt_damped,0.03958016992975738,1,0,1,1,0,1,1
gpt-oss-120b,sentinel2,treatment_0007,B2,0.04472226949247152,0.0505814736888387,0.0345122782781365,0.04,-0.2366041305354589,-0.35931082194760416,0.0,-0.20993998675948078,-0.014029331714221108,0.4708513822014183,-1.577253606959184,-0.085222836540616,last3_mean,0.026664143775978116,1,0,1,1,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0007,B2,0.04472226949247152,0.0505814736888387,0.0345122782781365,0.053,0.05407879203376355,-0.35931082194760416,0.0,-0.20993998675948078,-0.014029331714221108,0.4708513822014183,-1.577253606959184,-0.085222836540616,persistence,0.05407879203376355,0,0,1,1,0,1,1
ensemble,sentinel2,treatment_0007,B2,0.04472226949247152,0.0505814736888387,0.0345122782781365,0.042499999999999996,-0.18070356850291622,-0.35931082194760416,0.0,-0.20993998675948078,-0.014029331714221108,0.4708513822014183,-1.577253606959184,-0.085222836540616,last3_mean,0.02923641825656456,1,0,1,1,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0007,B3,0.04342077443147946,0.0703282563697813,0.0521825753313418,0.063,-0.16877304621421976,-0.41790321052597634,0.0,-0.008337728608477426,-0.10995730394778867,0.6856677975223991,-1.3599992038018982,0.03230260354933048,own_mean,0.05881574226643109,1,0,1,1,0,1,0
gpt-oss-120b,sentinel2,treatment_0007,B3,0.04342077443147946,0.0703282563697813,0.0521825753313418,0.07,-0.007559892104165388,-0.41790321052597634,0.0,-0.008337728608477426,-0.10995730394778867,0.6856677975223991,-1.3599992038018982,0.03230260354933048,last3_mean,0.0007778365043120379,1,0,1,1,0,1,0
gpt-oss-120b (default effort),sentinel2,treatment_0007,B3,0.04342077443147946,0.0703282563697813,0.0521825753313418,0.063,-0.16877304621421976,-0.41790321052597634,0.0,-0.008337728608477426,-0.10995730394778867,0.6856677975223991,-1.3599992038018982,0.03230260354933048,own_mean,0.05881574226643109,1,0,1,1,0,1,0
ensemble,sentinel2,treatment_0007,B3,0.04342077443147946,0.0703282563697813,0.0521825753313418,0.0665,-0.08816646915919257,-0.41790321052597634,0.0,-0.008337728608477426,-0.10995730394778867,0.6856677975223991,-1.3599992038018982,0.03230260354933048,own_mean,0.0217908347885961,1,0,1,1,0,1,0
Kimi-K3-thinking-low,sentinel2,treatment_0007,B4,0.04440674133555074,0.0456622967563949,0.028469478517388,0.043,-0.05995253595119238,-0.3871668517420087,0.0,-0.20499443654667956,0.4345253575225489,0.3628203413632671,-1.7203923165904778,0.00010065200586602973,persistence,0.05995253595119238,1,0,1,0,0,1,0
gpt-oss-120b,sentinel2,treatment_0007,B4,0.04440674133555074,0.0456622967563949,0.028469478517388,0.04,-0.1275098461652225,-0.3871668517420087,0.0,-0.20499443654667956,0.4345253575225489,0.3628203413632671,-1.7203923165904778,0.00010065200586602973,last3_mean,0.07748459038145705,1,0,1,0,0,1,0
gpt-oss-120b (default effort),sentinel2,treatment_0007,B4,0.04440674133555074,0.0456622967563949,0.028469478517388,0.05,0.09768118788154494,-0.3871668517420087,0.0,-0.20499443654667956,0.4345253575225489,0.3628203413632671,-1.7203923165904778,0.00010065200586602973,holt_damped,0.0975805358756789,0,0,1,0,0,1,0
ensemble,sentinel2,treatment_0007,B4,0.04440674133555074,0.0456622967563949,0.028469478517388,0.041499999999999995,-0.09373119105820753,-0.3871668517420087,0.0,-0.20499443654667956,0.4345253575225489,0.3628203413632671,-1.7203923165904778,0.00010065200586602973,persistence,0.09373119105820753,1,0,1,0,0,1,0
Kimi-K3-thinking-low,sentinel2,treatment_0007,B8,0.16494748592347094,0.4409635906590968,0.3877811000114819,0.398,-0.2604682964312058,-0.32242074106112434,0.0,0.2858398934325581,-1.0024976221930166,0.5556614459493266,0.7359500829189268,0.05387199876035162,persistence,0.2604682964312058,1,0,0,1,0,0,0
gpt-oss-120b,sentinel2,treatment_0007,B8,0.16494748592347094,0.4409635906590968,0.3877811000114819,0.38,-0.3695939366264816,-0.32242074106112434,0.0,0.2858398934325581,-1.0024976221930166,0.5556614459493266,0.7359500829189268,0.05387199876035162,persistence,0.3695939366264816,1,0,0,1,0,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0007,B8,0.16494748592347094,0.4409635906590968,0.3877811000114819,0.401,-0.24228068973199315,-0.32242074106112434,0.0,0.2858398934325581,-1.0024976221930166,0.5556614459493266,0.7359500829189268,0.05387199876035162,persistence,0.24228068973199315,1,0,0,1,0,0,0
ensemble,sentinel2,treatment_0007,B8,0.16494748592347094,0.4409635906590968,0.3877811000114819,0.389,-0.3150311165288437,-0.32242074106112434,0.0,0.2858398934325581,-1.0024976221930166,0.5556614459493266,0.7359500829189268,0.05387199876035162,persistence,0.3150311165288437,1,0,0,1,0,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0007,B11,0.03959198831124286,0.2316321876811991,0.1996226941074954,0.231,-0.01596756586785399,-0.808484113555217,0.0,0.0078067579587512955,0.13384457220418475,0.793078764314284,-1.1177616543395423,-0.08333762439556017,persistence,0.01596756586785399,1,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0007,B11,0.03959198831124286,0.2316321876811991,0.1996226941074954,0.23,-0.04122520112826936,-0.808484113555217,0.0,0.0078067579587512955,0.13384457220418475,0.793078764314284,-1.1177616543395423,-0.08333762439556017,persistence,0.04122520112826936,1,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0007,B11,0.03959198831124286,0.2316321876811991,0.1996226941074954,0.23,-0.04122520112826936,-0.808484113555217,0.0,0.0078067579587512955,0.13384457220418475,0.793078764314284,-1.1177616543395423,-0.08333762439556017,persistence,0.04122520112826936,1,0,0,0,0,1,1
ensemble,sentinel2,treatment_0007,B11,0.03959198831124286,0.2316321876811991,0.1996226941074954,0.2305,-0.028596383498061678,-0.808484113555217,0.0,0.0078067579587512955,0.13384457220418475,0.793078764314284,-1.1177616543395423,-0.08333762439556017,persistence,0.028596383498061678,1,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0007,B12,0.04753786916098427,0.1040090086635846,0.0823377316165596,0.101,-0.06329708749449332,-0.4558739680492716,0.0,-0.07140411787109742,0.7956114037814781,0.493440612980269,-1.5403861958521865,0.4640713340267768,last3_mean,0.008107030376604096,1,0,1,0,0,1,0
gpt-oss-120b,sentinel2,treatment_0007,B12,0.04753786916098427,0.1040090086635846,0.0823377316165596,0.1,-0.08433294832817012,-0.4558739680492716,0.0,-0.07140411787109742,0.7956114037814781,0.493440612980269,-1.5403861958521865,0.4640713340267768,last3_mean,0.012928830457072701,1,0,1,0,0,1,0
gpt-oss-120b (default effort),sentinel2,treatment_0007,B12,0.04753786916098427,0.1040090086635846,0.0823377316165596,0.104,-0.00018950499346324085,-0.4558739680492716,0.0,-0.07140411787109742,0.7956114037814781,0.493440612980269,-1.5403861958521865,0.4640713340267768,persistence,0.00018950499346324085,1,0,1,0,0,1,0
ensemble,sentinel2,treatment_0007,B12,0.04753786916098427,0.1040090086635846,0.0823377316165596,0.1005,-0.07381501791133173,-0.4558739680492716,0.0,-0.07140411787109742,0.7956114037814781,0.493440612980269,-1.5403861958521865,0.4640713340267768,last3_mean,0.0024109000402343095,1,0,1,0,0,1,0
Kimi-K3-thinking-low,sentinel2,treatment_0007,NDVI,0.24640282520796344,0.8223775456892755,0.8628855696023416,0.772,-0.20445198080321075,0.16439756272631006,0.0,0.17102555532966407,-1.086713674685348,0.055750428422654055,1.4281487492949079,0.004453793545430535,persistence,0.20445198080321075,0,0,1,0,1,1,1
gpt-oss-120b,sentinel2,treatment_0007,NDVI,0.24640282520796344,0.8223775456892755,0.8628855696023416,0.78,-0.17198482060223488,0.16439756272631006,0.0,0.17102555532966407,-1.086713674685348,0.055750428422654055,1.4281487492949079,0.004453793545430535,persistence,0.17198482060223488,0,0,1,0,1,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0007,NDVI,0.24640282520796344,0.8223775456892755,0.8628855696023416,0.801,-0.08675852507467319,0.16439756272631006,0.0,0.17102555532966407,-1.086713674685348,0.055750428422654055,1.4281487492949079,0.004453793545430535,persistence,0.08675852507467319,0,0,1,0,1,1,1
ensemble,sentinel2,treatment_0007,NDVI,0.24640282520796344,0.8223775456892755,0.8628855696023416,0.776,-0.18821840070272283,0.16439756272631006,0.0,0.17102555532966407,-1.086713674685348,0.055750428422654055,1.4281487492949079,0.004453793545430535,persistence,0.18821840070272283,0,0,1,0,1,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0007,NDWI,0.16919288577993008,-0.7323069069927036,-0.760855412351163,-0.738,-0.03364853658623329,-0.16873348561234777,0.0,-0.1206103718167167,0.8044117459678695,0.32161235156278845,-1.7342032712613293,0.968431146747923,persistence,0.03364853658623329,1,0,1,0,0,1,0
gpt-oss-120b,sentinel2,treatment_0007,NDWI,0.16919288577993008,-0.7323069069927036,-0.760855412351163,-0.75,-0.10457350452849336,-0.16873348561234777,0.0,-0.1206103718167167,0.8044117459678695,0.32161235156278845,-1.7342032712613293,0.968431146747923,last3_mean,0.016036867288223344,1,0,1,0,0,1,0
gpt-oss-120b (default effort),sentinel2,treatment_0007,NDWI,0.16919288577993008,-0.7323069069927036,-0.760855412351163,-0.738,-0.03364853658623329,-0.16873348561234777,0.0,-0.1206103718167167,0.8044117459678695,0.32161235156278845,-1.7342032712613293,0.968431146747923,persistence,0.03364853658623329,1,0,1,0,0,1,0
ensemble,sentinel2,treatment_0007,NDWI,0.16919288577993008,-0.7323069069927036,-0.760855412351163,-0.744,-0.06911102055736333,-0.16873348561234777,0.0,-0.1206103718167167,0.8044117459678695,0.32161235156278845,-1.7342032712613293,0.968431146747923,last3_mean,0.05149935125935337,1,0,1,0,0,1,0
Kimi-K3-thinking-low,sentinel2,treatment_0008,B2,0.015494431328530043,0.0389506474914525,0.0373530782050358,0.037,-0.1258934548866442,-0.10310602903348144,0.0,0.20231362043331758,0.27163165701091774,0.983929755745169,-1.276511116611812,0.04757530990447867,persistence,0.1258934548866442,1,0,0,0,0,1,0
gpt-oss-120b,sentinel2,treatment_0008,B2,0.015494431328530043,0.0389506474914525,0.0373530782050358,0.038,-0.06135413887065777,-0.10310602903348144,0.0,0.20231362043331758,0.27163165701091774,0.983929755745169,-1.276511116611812,0.04757530990447867,persistence,0.06135413887065777,1,0,0,0,0,1,0
gpt-oss-120b (default effort),sentinel2,treatment_0008,B2,0.015494431328530043,0.0389506474914525,0.0373530782050358,0.042,0.19680312519328794,-0.10310602903348144,0.0,0.20231362043331758,0.27163165701091774,0.983929755745169,-1.276511116611812,0.04757530990447867,last3_mean,0.005510495240029639,0,0,0,0,0,1,0
ensemble,sentinel2,treatment_0008,B2,0.015494431328530043,0.0389506474914525,0.0373530782050358,0.0375,-0.09362379687865098,-0.10310602903348144,0.0,0.20231362043331758,0.27163165701091774,0.983929755745169,-1.276511116611812,0.04757530990447867,persistence,0.09362379687865098,1,0,0,0,0,1,0
Kimi-K3-thinking-low,sentinel2,treatment_0008,B3,0.021847161680106534,0.0624368745878303,0.0575600040320782,0.058,-0.20308700291582513,-0.22322673430813925,0.0,0.4037920071312523,0.045678745863018136,1.13100250048751,-0.9098309002183479,-0.008212505995194087,holt_damped,0.19487449692063105,1,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0008,B3,0.021847161680106534,0.0624368745878303,0.0575600040320782,0.065,0.1173207508462583,-0.22322673430813925,0.0,0.4037920071312523,0.045678745863018136,1.13100250048751,-0.9098309002183479,-0.008212505995194087,own_mean,0.07164200498324017,0,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0008,B3,0.021847161680106534,0.0624368745878303,0.0575600040320782,0.07,0.34618343210488955,-0.22322673430813925,0.0,0.4037920071312523,0.045678745863018136,1.13100250048751,-0.9098309002183479,-0.008212505995194087,last3_mean,0.05760857502636274,0,0,0,0,0,1,1
ensemble,sentinel2,treatment_0008,B3,0.021847161680106534,0.0624368745878303,0.0575600040320782,0.0615,-0.04288312603478357,-0.22322673430813925,0.0,0.4037920071312523,0.045678745863018136,1.13100250048751,-0.9098309002183479,-0.008212505995194087,holt_damped,0.034670620039589484,1,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0008,B4,0.01978415917389049,0.0420661231269129,0.033994912313758,0.043,0.04720326322078675,-0.4079632974145609,0.0,0.0009368255704912915,1.0167927306800735,0.4229405753638656,-1.4852711219667187,0.03298259643052969,holt_damped,0.014220666790257061,0,0,0,0,0,1,0
gpt-oss-120b,sentinel2,treatment_0008,B4,0.01978415917389049,0.0420661231269129,0.033994912313758,0.043,0.04720326322078675,-0.4079632974145609,0.0,0.0009368255704912915,1.0167927306800735,0.4229405753638656,-1.4852711219667187,0.03298259643052969,holt_damped,0.014220666790257061,0,0,0,0,0,1,0
gpt-oss-120b (default effort),sentinel2,treatment_0008,B4,0.01978415917389049,0.0420661231269129,0.033994912313758,0.04,-0.1044332037946601,-0.4079632974145609,0.0,0.0009368255704912915,1.0167927306800735,0.4229405753638656,-1.4852711219667187,0.03298259643052969,persistence,0.1044332037946601,1,0,0,0,0,1,0
ensemble,sentinel2,treatment_0008,B4,0.01978415917389049,0.0420661231269129,0.033994912313758,0.043,0.04720326322078675,-0.4079632974145609,0.0,0.0009368255704912915,1.0167927306800735,0.4229405753638656,-1.4852711219667187,0.03298259643052969,holt_damped,0.014220666790257061,0,0,0,0,0,1,0
Kimi-K3-thinking-low,sentinel2,treatment_0008,B8,0.1626102070413429,0.4460962270018008,0.3879138416661876,0.39,-0.34497359066481337,-0.3578027873786582,0.0,0.3738444548190784,-0.8650816550395655,0.7096640227953481,0.6229873685615207,-0.46552448309310646,holt_damped,0.12055089242829309,1,0,0,1,0,0,1
gpt-oss-120b,sentinel2,treatment_0008,B8,0.1626102070413429,0.4460962270018008,0.3879138416661876,0.42,-0.16048332682563993,-0.3578027873786582,0.0,0.3738444548190784,-0.8650816550395655,0.7096640227953481,0.6229873685615207,-0.46552448309310646,persistence,0.16048332682563993,1,0,0,1,0,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0008,B8,0.1626102070413429,0.4460962270018008,0.3879138416661876,0.38,-0.4064703452778713,-0.3578027873786582,0.0,0.3738444548190784,-0.8650816550395655,0.7096640227953481,0.6229873685615207,-0.46552448309310646,holt_damped,0.059054137815235164,1,0,0,1,0,0,1
ensemble,sentinel2,treatment_0008,B8,0.1626102070413429,0.4460962270018008,0.3879138416661876,0.405,-0.2527284587452265,-0.3578027873786582,0.0,0.3738444548190784,-0.8650816550395655,0.7096640227953481,0.6229873685615207,-0.46552448309310646,holt_damped,0.21279602434787998,1,0,0,1,0,0,1
Kimi-K3-thinking-low,sentinel2,treatment_0008,B11,0.03561917715687957,0.2496684412828547,0.2125419567302329,0.255,0.1496822538505933,-1.04231729972603,0.0,0.07606392603185569,0.004382444282168769,0.7561823896428412,-0.7266738782488948,-0.09630154245379341,last3_mean,0.07361832781873762,0,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0008,B11,0.03561917715687957,0.2496684412828547,0.2125419567302329,0.245,-0.13106538823997044,-1.04231729972603,0.0,0.07606392603185569,0.004382444282168769,0.7561823896428412,-0.7266738782488948,-0.09630154245379341,holt_damped,0.03476384578617703,1,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0008,B11,0.03561917715687957,0.2496684412828547,0.2125419567302329,0.25,0.009308432805311427,-1.04231729972603,0.0,0.07606392603185569,0.004382444282168769,0.7561823896428412,-0.7266738782488948,-0.09630154245379341,own_mean,0.004925988523142658,0,0,0,0,0,1,1
ensemble,sentinel2,treatment_0008,B11,0.03561917715687957,0.2496684412828547,0.2125419567302329,0.25,0.009308432805311427,-1.04231729972603,0.0,0.07606392603185569,0.004382444282168769,0.7561823896428412,-0.7266738782488948,-0.09630154245379341,own_mean,0.004925988523142658,0,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0008,B12,0.031200270792905757,0.117186442756062,0.0959046662245272,0.118,0.026075326375788126,-0.6821023020214877,0.0,0.003247906350744387,0.9813603971038449,0.41498881938443305,-1.2466097147165007,-0.06917722926767324,last3_mean,0.02282742002504374,0,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0008,B12,0.031200270792905757,0.117186442756062,0.0959046662245272,0.115,-0.0700776852410893,-0.6821023020214877,0.0,0.003247906350744387,0.9813603971038449,0.41498881938443305,-1.2466097147165007,-0.06917722926767324,holt_damped,0.0009004559734160644,1,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0008,B12,0.031200270792905757,0.117186442756062,0.0959046662245272,0.115,-0.0700776852410893,-0.6821023020214877,0.0,0.003247906350744387,0.9813603971038449,0.41498881938443305,-1.2466097147165007,-0.06917722926767324,holt_damped,0.0009004559734160644,1,0,0,0,0,1,1
ensemble,sentinel2,treatment_0008,B12,0.031200270792905757,0.117186442756062,0.0959046662245272,0.11649999999999999,-0.022001179432650814,-0.6821023020214877,0.0,0.003247906350744387,0.9813603971038449,0.41498881938443305,-1.2466097147165007,-0.06917722926767324,persistence,0.022001179432650814,1,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0008,NDVI,0.189646345806499,0.8218492382102542,0.837834695908278,0.8,-0.11521043612697673,0.08429088169372956,0.0,0.10674933721803181,-1.1992783767726356,0.2904163268710183,0.7850757338109335,0.09946011437297855,persistence,0.11521043612697673,0,0,1,0,1,1,1
gpt-oss-120b,sentinel2,treatment_0008,NDVI,0.189646345806499,0.8218492382102542,0.837834695908278,0.8,-0.11521043612697673,0.08429088169372956,0.0,0.10674933721803181,-1.1992783767726356,0.2904163268710183,0.7850757338109335,0.09946011437297855,persistence,0.11521043612697673,0,0,1,0,1,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0008,NDVI,0.189646345806499,0.8218492382102542,0.837834695908278,0.83,0.04297874422564487,0.08429088169372956,0.0,0.10674933721803181,-1.1992783767726356,0.2904163268710183,0.7850757338109335,0.09946011437297855,persistence,0.04297874422564487,1,0,1,0,1,1,1
ensemble,sentinel2,treatment_0008,NDVI,0.189646345806499,0.8218492382102542,0.837834695908278,0.8,-0.11521043612697673,0.08429088169372956,0.0,0.10674933721803181,-1.1992783767726356,0.2904163268710183,0.7850757338109335,0.09946011437297855,persistence,0.11521043612697673,0,0,1,0,1,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0008,NDWI,0.09826380428876623,-0.7485843771176753,-0.742976639514378,-0.741,0.07718383358522596,0.0570681915267395,0.0,-0.013030342978433612,1.234729099025322,0.1478921695816069,-1.2689252058461764,0.016781752741099557,holt_damped,0.060402080844126405,1,0,0,1,1,0,1
gpt-oss-120b,sentinel2,treatment_0008,NDWI,0.09826380428876623,-0.7485843771176753,-0.742976639514378,-0.74,0.08736052079205663,0.0570681915267395,0.0,-0.013030342978433612,1.234729099025322,0.1478921695816069,-1.2689252058461764,0.016781752741099557,linear9,0.060531648789550266,1,0,0,1,1,0,1
