treatment_site_id,sensor,band,band_label,band_description,number_of_controls,treatment_before_mean,treatment_after_mean,treatment_change_mean,mean_control_before_mean,mean_control_after_mean,mean_control_change_mean,mean_adjusted_effect,median_control_before_mean,median_control_after_mean,median_control_change_mean,median_adjusted_effect,treatment_before_valid_fraction,treatment_after_valid_fraction,mean_control_before_valid_fraction,mean_control_after_valid_fraction
treatment_0015,sentinel2,emb_274,Embedding dimension 274,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0593253634870052,0.0060528446920216,-0.0532725192606449,-0.0189079251140356,-0.0816693976521492,-0.0627614706754684,0.0094889514148235,0.0083169322460889,-0.0354519970715045,-0.0437689274549484,-0.0095035918056964,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_275,Embedding dimension 275,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0638618916273117,-0.0057988385669887,0.0580630525946617,-0.0322644859552383,0.0988432317972183,0.1311077177524566,-0.0730446651577949,-0.0082626063376665,0.1251831650733947,0.1334457695484161,-0.0753827169537544,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_276,Embedding dimension 276,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4837611317634582,-0.1749780029058456,0.3087831139564514,-0.527999758720398,-0.238211914896965,0.2897878289222717,0.0189952850341796,-0.5078692436218262,-0.2464535534381866,0.2614156901836395,0.0473674237728118,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_277,Embedding dimension 277,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1085493862628936,-0.1039733216166496,0.004576064646244,-0.1919572055339813,-0.0545390732586383,0.1374181360006332,-0.1328420639038086,-0.159976527094841,-0.0717515051364898,0.0882250219583511,-0.083648957312107,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_278,Embedding dimension 278,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1699874997138977,0.2319570779800415,0.0619695782661438,0.1412017345428466,0.2971755862236023,0.1559738516807556,-0.0940042734146118,0.1600590050220489,0.2977210879325866,0.1376620829105377,-0.0756925046443939,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_279,Embedding dimension 279,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.198367640376091,0.1226095482707023,-0.0757580921053886,0.1134078279137611,0.1559417992830276,0.0425339713692665,-0.1182920634746551,0.129514992237091,0.1683067232370376,0.0387917309999465,-0.1145498231053352,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_280,Embedding dimension 280,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0433297529816627,0.4848071336746216,0.5281369090080261,0.491649717092514,0.8123811483383179,0.3207314312458038,0.2074054777622223,0.4785245358943939,0.8806840181350708,0.4021594822406769,0.1259774267673492,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_281,Embedding dimension 281,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1652360409498214,0.0623855963349342,-0.1028504446148872,0.1751413941383361,0.1168009042739868,-0.0583404898643493,-0.0445099547505378,0.1533906757831573,0.1252277195453643,-0.0281629562377929,-0.0746874883770942,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_282,Embedding dimension 282,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.3529174923896789,-0.4253259003162384,-0.0724084079265594,-0.4128708243370056,-0.5145372748374939,-0.1016664505004882,0.0292580425739288,-0.4674217700958252,-0.5466877222061157,-0.0792659521102905,0.006857544183731,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_283,Embedding dimension 283,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1400152593851089,0.3754646778106689,0.23544941842556,0.2402665615081787,0.432203471660614,0.1919369101524353,0.0435125082731246,0.2548218071460724,0.4368343949317932,0.1820125877857208,0.0534368306398391,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_284,Embedding dimension 284,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0145463645458221,-0.1663838624954223,-0.1518374979496002,-0.0853128805756568,-0.1398326605558395,-0.0545197799801826,-0.0973177179694175,-0.101880744099617,-0.1437162905931472,-0.0418355464935302,-0.1100019514560699,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_285,Embedding dimension 285,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1654324829578399,-0.1689828336238861,-0.0035503506660461,-0.1531152576208114,-0.1234179884195327,0.0296972692012786,-0.0332476198673248,-0.1685104370117187,-0.1431997716426849,0.0253106653690338,-0.0288610160350799,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_286,Embedding dimension 286,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0756052955985069,-0.0638250410556793,0.0117802545428276,0.0128814727067947,0.0607569441199302,0.0478754714131355,-0.0360952168703079,0.0112981740385293,0.0687522739171981,0.0574541017413139,-0.0456738471984863,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_287,Embedding dimension 287,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2987006902694702,0.1027403026819229,-0.1959603875875473,0.3669149279594421,0.2583047449588775,-0.1086101830005645,-0.0873502045869827,0.3921572566032409,0.2981392741203308,-0.0940179824829101,-0.1019424051046371,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_288,Embedding dimension 288,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1680853515863418,0.0742944702506065,-0.0937908813357353,0.168188601732254,0.1170724257826805,-0.0511161759495735,-0.0426747053861618,0.1773421168327331,0.1192192733287811,-0.058122843503952,-0.0356680378317832,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_289,Embedding dimension 289,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.4075598418712616,0.3430719971656799,-0.0644878447055816,0.5364189147949219,0.5082850456237793,-0.0281338691711425,-0.036353975534439,0.5423318147659302,0.5185102224349976,-0.0238215923309326,-0.040666252374649,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_290,Embedding dimension 290,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0564909018576145,0.0271718837320804,-0.029319018125534,0.1632820963859558,0.0994023382663726,-0.0638797581195831,0.034560739994049,0.1811857521533966,0.0946623086929321,-0.0865234434604644,0.0572044253349304,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_291,Embedding dimension 291,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1547552049160003,0.3058379888534546,0.1510827839374542,0.1863678842782974,0.4091033339500427,0.2227354496717453,-0.071652665734291,0.1820438504219055,0.4600286483764648,0.2779847979545593,-0.1269020140171051,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_292,Embedding dimension 292,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0348119065165519,0.2484889477491378,0.2136770486831665,0.1328595429658889,0.2114943712949752,0.0786348283290863,0.1350422203540802,0.1240189224481582,0.2413484752178192,0.1173295527696609,0.0963474959135055,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_293,Embedding dimension 293,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0875659435987472,0.1304883956909179,0.0429224520921707,0.264477014541626,0.2923216223716736,0.0278446078300476,0.0150778442621231,0.2949840724468231,0.3167794644832611,0.0217953920364379,0.0211270600557327,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_294,Embedding dimension 294,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.3811335265636444,-0.2549299597740173,0.126203566789627,-0.3791609108448028,-0.3498449623584747,0.0293159484863281,0.0968876183032989,-0.3936416506767273,-0.372963011264801,0.0206786394119262,0.1055249273777008,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_295,Embedding dimension 295,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.5279076099395752,0.87448650598526,0.3465788960456848,0.6539325714111328,0.9169852137565612,0.2630526423454284,0.0835262537002563,0.6384367346763611,0.891332745552063,0.2528960108757019,0.0936828851699829,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_296,Embedding dimension 296,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0755013078451156,0.0908958241343498,0.1663971245288849,-0.1652162671089172,-0.0042272233404219,0.1609890460968017,0.0054080784320831,-0.1779662668704986,-0.0270192213356494,0.1509470492601394,0.0154500752687454,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_297,Embedding dimension 297,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.3771317899227142,0.5032875537872314,0.1261557638645172,0.4065886437892914,0.4663023948669433,0.0597137510776519,0.0664420127868652,0.4133414030075073,0.4604965150356293,0.0471551120281219,0.0790006518363952,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_298,Embedding dimension 298,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.3959904015064239,0.3294706344604492,-0.0665197670459747,0.3581408560276031,0.2338171899318695,-0.1243236660957336,0.0578038990497589,0.3183773756027221,0.2250121235847473,-0.0933652520179748,0.0268454849720001,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_299,Embedding dimension 299,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.2745612263679504,-0.347576767206192,-0.0730155408382415,-0.2047054320573806,-0.3137814104557037,-0.109075978398323,0.0360604375600814,-0.1781589388847351,-0.3058153390884399,-0.1276564002037048,0.0546408593654632,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_300,Embedding dimension 300,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.8000400066375732,-0.6529081463813782,0.147131860256195,-0.8612414598464966,-0.7222853899002075,0.138956069946289,0.008175790309906,-0.9530088901519777,-0.7293910980224609,0.2236177921295166,-0.0764859318733215,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_301,Embedding dimension 301,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.037167739123106,0.1745363175868988,0.2117040604352951,-0.0163288284093141,0.2291339337825775,0.2454627603292465,-0.0337586998939514,-0.0050547383725643,0.2557106018066406,0.2607653439044952,-0.0490612834692001,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_302,Embedding dimension 302,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4878151416778564,-0.4920895993709564,-0.0042744576930999,-0.5203923583030701,-0.5332374572753906,-0.0128450989723205,0.0085706412792205,-0.5463278293609619,-0.5266997814178467,0.0196280479431152,-0.0239025056362152,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_303,Embedding dimension 303,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0596732795238494,-0.1996056884527206,-0.2592789530754089,-0.1245985850691795,-0.2618779242038727,-0.1372793316841125,-0.1219996213912963,-0.1254819184541702,-0.2523723840713501,-0.1268904656171798,-0.132388487458229,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_304,Embedding dimension 304,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.5783352851867676,-0.4376101195812225,0.140725165605545,-0.6121885776519775,-0.5030947923660278,0.1090937852859497,0.0316313803195953,-0.6473931074142456,-0.4912528395652771,0.1561402678489685,-0.0154151022434234,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_305,Embedding dimension 305,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2494950592517852,0.5119540691375732,0.2624590098857879,0.4343607425689697,0.6283402442932129,0.1939795017242431,0.0684795081615448,0.4097101092338562,0.6461067199707031,0.2363966107368469,0.026062399148941,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_306,Embedding dimension 306,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.104442186653614,-0.1733885109424591,-0.068946324288845,-0.0284723080694675,-0.107899472117424,-0.0794271677732467,0.0104808434844017,-0.0248524583876132,-0.0963192731142044,-0.0714668184518814,0.0025204941630363,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_307,Embedding dimension 307,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.2615773379802704,-0.140065312385559,0.1215120255947113,-0.2559981346130371,-0.1818610578775406,0.0741370767354965,0.0473749488592147,-0.2389528602361679,-0.2006561756134033,0.0382966846227645,0.0832153409719467,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_308,Embedding dimension 308,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.3691954314708709,0.1880757808685302,-0.1811196506023407,0.3079522252082824,0.0819780528545379,-0.2259741723537445,0.0448545217514038,0.2883172631263733,0.0761916264891624,-0.2121256291866302,0.0310059785842895,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_309,Embedding dimension 309,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1880025565624237,-0.0111018372699618,-0.1991043984889984,0.1569978296756744,0.0021446994505822,-0.1548531353473663,-0.044251263141632,0.1320222914218902,0.0059050139971077,-0.1261172741651535,-0.0729871243238449,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_310,Embedding dimension 310,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0179012045264244,0.142523244023323,0.1604244410991668,0.043533556163311,0.1157504320144653,0.0722168758511543,0.0882075652480125,0.0641490519046783,0.1307583302259445,0.0666092783212661,0.0938151627779007,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_311,Embedding dimension 311,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.2240496575832367,-0.2929114699363708,-0.0688618123531341,-0.1621247678995132,-0.1383132636547088,0.0238115042448043,-0.0926733165979385,-0.1497957855463028,-0.1208335608243942,0.0289622247219085,-0.0978240370750427,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_312,Embedding dimension 312,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0897551551461219,-0.1006890088319778,-0.0109338536858558,-0.0939769148826599,-0.1094246059656143,-0.0154476910829544,0.0045138373970985,-0.0984840914607048,-0.1194727197289466,-0.0209886282682418,0.010054774582386,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_313,Embedding dimension 313,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2421734780073166,0.1664440333843231,-0.0757294446229934,0.3024626672267914,0.2352429628372192,-0.0672197043895721,-0.0085097402334213,0.3150526881217956,0.257212221622467,-0.0578404664993286,-0.0178889781236648,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_314,Embedding dimension 314,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2756889760494232,0.2889705896377563,0.0132816135883331,0.2984462976455688,0.2784000933170318,-0.0200462043285369,0.0333278179168701,0.3135766983032226,0.3041085302829742,-0.0094681680202484,0.0227497816085815,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_315,Embedding dimension 315,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0808025524020195,0.061443168669939,-0.0193593837320804,0.1551357358694076,0.1477830410003662,-0.0073526948690414,-0.012006688863039,0.1505989730358123,0.1496890187263488,-0.0009099543094635,-0.0184494294226169,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_316,Embedding dimension 316,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.161686360836029,0.1551546603441238,-0.0065317004919052,0.2168810665607452,0.2935803234577179,0.0766992568969726,-0.0832309573888778,0.2614787220954895,0.2943677306175232,0.0328890085220336,-0.0394207090139389,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_317,Embedding dimension 317,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4953711330890655,-0.2674458026885986,0.2279253304004669,-0.2370059937238693,-0.0592240989208221,0.1777818948030471,0.0501434355974197,-0.2504976391792297,-0.0548315495252609,0.1956660896539688,0.0322592407464981,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_318,Embedding dimension 318,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2437717020511627,0.0982914939522743,-0.145480215549469,0.3344554901123047,0.1816281229257583,-0.1528273671865463,0.0073471516370773,0.3516249060630798,0.1820819675922393,-0.1695429384708404,0.0240627229213714,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_319,Embedding dimension 319,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2369654923677444,0.2559879720211029,0.0190224796533584,0.090660385787487,0.1905649602413177,0.0999045744538307,-0.0808820948004722,0.0775806456804275,0.1873673200607299,0.1097866743803024,-0.0907641947269439,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_320,Embedding dimension 320,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.5438662171363831,-0.534450113773346,0.0094161033630371,-0.5980798006057739,-0.6424756050109863,-0.0443958044052124,0.0538119077682495,-0.6264597177505493,-0.6951224207878113,-0.0686627030372619,0.078078806400299,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_321,Embedding dimension 321,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4722532033920288,-0.0858517065644264,0.386401504278183,-0.608709990978241,-0.2581649422645569,0.3505450487136841,0.0358564555644989,-0.6122952699661255,-0.2627295851707458,0.3495656847953796,0.0368358194828033,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_322,Embedding dimension 322,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.5378567576408386,0.7946305274963379,0.2567737698554992,0.5452523827552795,0.6864705085754395,0.1412181258201599,0.1155556440353393,0.5490031838417053,0.6774386167526245,0.1284354329109192,0.12833833694458,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_323,Embedding dimension 323,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0481740050017833,-0.0242774039506912,-0.0724514126777648,0.1506745964288711,0.0958253666758537,-0.0548492297530174,-0.0176021829247474,0.1548767983913421,0.0849525779485702,-0.0699242204427719,-0.0025271922349929,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_324,Embedding dimension 324,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.3529554903507232,0.1174999922513961,-0.2354554980993271,0.3176364600658417,0.1370991170406341,-0.1805373430252075,-0.0549181550741195,0.3118606805801391,0.1487864255905151,-0.163074254989624,-0.072381243109703,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_325,Embedding dimension 325,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1963106840848922,-0.4098093807697296,-0.2134986966848373,-0.3146465420722961,-0.4183523654937744,-0.1037058234214782,-0.109792873263359,-0.2948001027107239,-0.3892146348953247,-0.0944145321846008,-0.1190841645002365,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_326,Embedding dimension 326,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0242744367569684,-0.1399587839841842,-0.1156843453645706,0.0006829906487837,-0.0922784954309463,-0.0929614827036857,-0.0227228626608848,0.0229355357587337,-0.0645697563886642,-0.0875052958726883,-0.0281790494918823,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_327,Embedding dimension 327,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0049034818075597,-0.0960979461669921,-0.101001426577568,0.1391276717185974,0.0649863630533218,-0.0741413086652755,-0.0268601179122924,0.1558128297328949,0.0695642083883285,-0.0862486213445663,-0.0147528052330017,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_328,Embedding dimension 328,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4627733826637268,-0.1746686846017837,0.2881047129631042,-0.9727889895439148,-0.9080160856246948,0.0647729039192199,0.2233318090438842,-0.5413892269134521,-0.3924240469932556,0.1489651799201965,0.1391395330429077,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_329,Embedding dimension 329,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,3.8822665214538574,3.374066114425659,-0.5082004070281982,3.8102526664733887,3.496402740478516,-0.313849925994873,-0.1943504810333252,3.818387508392334,3.5260071754455566,-0.2923803329467773,-0.2158200740814209,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_330,Embedding dimension 330,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1912508606910705,-0.1759925782680511,0.0152582824230194,-0.1656029671430587,-0.1827051341533661,-0.0171021670103073,0.0323604494333267,-0.1796023547649383,-0.176641047000885,0.0029613077640533,0.012296974658966,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_331,Embedding dimension 331,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.3749232590198517,0.5499109029769897,0.174987643957138,0.4540542662143707,0.5202506184577942,0.0661963522434234,0.1087912917137146,0.4745262861251831,0.492458164691925,0.0179318785667419,0.1570557653903961,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_332,Embedding dimension 332,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1082036346197128,0.0981184393167495,-0.0100851953029632,0.0608400925993919,-0.0275666769593954,-0.0884067714214325,0.0783215761184692,0.0471550151705741,-0.039141908288002,-0.0862969234585762,0.0762117281556129,1.0,1.0,1.0,1.0
treatment_0015,sentinel2,emb_333,Embedding dimension 333,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0497439242899417,0.1516351699829101,0.2013790905475616,0.1282602548599243,0.1276455819606781,-0.0006146728992462,0.2019937634468078,0.1323115527629852,0.1431749165058136,0.0108633637428283,0.1905157268047332,1.0,1.0,1.0,1.0
